"AFFGEOID","TRACTCE","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","AREA_SQMI","E_TOTPOP","M_TOTPOP","E_HU","M_HU","E_HH","M_HH","E_POV","M_POV","E_UNEMP","M_UNEMP","E_PCI","M_PCI","E_NOHSDP","M_NOHSDP","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_MINRTY","M_MINRTY","E_LIMENG","M_LIMENG","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV","MP_POV","EP_UNEMP","MP_UNEMP","EP_PCI","MP_PCI","EP_NOHSDP","MP_NOHSDP","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_MINRTY","MP_MINRTY","EP_LIMENG","MP_LIMENG","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV","EPL_UNEMP","EPL_PCI","EPL_NOHSDP","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","SPL_THEME2","RPL_THEME2","EPL_MINRTY","EPL_LIMENG","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV","F_UNEMP","F_PCI","F_NOHSDP","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_THEME2","F_MINRTY","F_LIMENG","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_UNINSUR","M_UNINSUR","EP_UNINSUR","MP_UNINSUR","E_DAYPOP","Shape","Shape.STArea..","Shape.STLength.."
"1400000US17031460400",460400,17," Illinois","IL",17031," Cook",17031460400,"Census Tract 4604, Cook County, Illinois",0.25194121,3154,505,1664,63,1233,119,603,238,227,128,22555,3984,293,101,598,107,679,245,551,149,143,65.5,3100,507.9,76,74.1,82,68.2,0,11,43,41.8,344,123,8,8,19.2,7.7,15.8,8.1,22555,3984,13.7,4.9,19,4,21.5,7,17.5,4.5,11.6,5.2,98.3,3.4,2.6,2.5,4.9,4.1,0,1.6,3.5,3.4,27.9,9.3,0.3,0.3,0.7016,0.8224,0.6525,0.641,2.8176,0.7402,0.8247,0.3542,0.8811,0.6949,2.7548,0.8817,0.9353,0.6163,1.5516,0.8385,0.4952,0,0.7247,0.8737,0.5603,2.6538,0.674,9.7779,0.8471,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,300,121,9.5,3.9,2032,"(-87.56369307708052, 41.744490384955625)",7.06354166241148e-05,0.0386319129878639
"1400000US17031460500",460500,17," Illinois","IL",17031," Cook",17031460500,"Census Tract 4605, Cook County, Illinois",0.49313758,4798,575,2671,70,2129,188,626,378,269,198,22093,2937,438,192,1130,244,842,266,786,229,422,169.4,4683,589.3,0,44,276,146.4,0,11,0,15.6,337,133,0,11,13.1,7.7,12.8,8.8,22093,2937,12.4,5,23.6,5.7,17.5,5.1,16.4,4.8,19.8,7.8,97.6,3.7,0,1,10.3,5.5,0,1,0,0.7,15.8,6.3,0,0.2,0.5327,0.7179,0.6715,0.5872,2.5093,0.6667,0.9442,0.1401,0.8429,0.8987,2.826,0.9087,0.9218,0,0.9218,0.4327,0.6513,0,0,0.7478,0,1.399,0.1753,7.6561,0.58,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,363,173,7.6,3.6,3896,"(-87.57260498540676, 41.74688218514647)",0.000138232831811555,0.0576925583574085
"1400000US17031460600",460600,17," Illinois","IL",17031," Cook",17031460600,"Census Tract 4606, Cook County, Illinois",0.10062243,1107,191,456,26,362,41,385,186,81,50,12363,3322,168,64,92,12,275,143,134,47,49,39.8,941,210.7,70,64.8,0,15.6,0,11,18,28.2,147,43,9,15,34.8,13.9,20.5,11,12363,3322,23.8,8.2,8.3,1.8,24.8,12.2,12.1,4.5,13.5,10.9,85,12.1,6.8,6.2,0,3.4,0,5.8,5,7.8,40.6,11.7,0.8,1.3,0.8891,0.8971,0.9364,0.8442,3.5669,0.93,0.2071,0.6125,0.6112,0.7615,2.1923,0.6051,0.8388,0.7913,1.6301,0.8817,0,0,0.8096,0.9449,0.6756,2.4301,0.5696,9.8194,0.8542,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,386,110,34.9,9.5,1822,"(-87.55951510645721, 41.73563157735646)",2.82147234696213e-05,0.0253811983192689
"1400000US17031460700",460700,17," Illinois","IL",17031," Cook",17031460700,"Census Tract 4607, Cook County, Illinois",0.16313929,2901,462,1295,51,858,112,1684,492,306,105,7952,1709,450,157,144,120,1371,361,234,100,363,93.6,2832,466.7,360,172.2,8,17.8,0,11,91,56.6,421,122,32,30,58.4,11.3,33.2,8.9,7952,1709,34.9,9.9,5,4.3,47.3,9.9,8.1,3.7,42.3,9.4,97.6,4.1,14.4,6.6,0.6,1.4,0,2.1,10.6,6.5,49.1,11.9,1.1,1,0.9872,0.9779,0.992,0.9442,3.9013,0.9981,0.0654,0.9994,0.2843,0.9971,2.3462,0.7026,0.9221,0.901,1.8231,0.9657,0.2304,0,0.9436,0.9763,0.7035,2.8538,0.7673,10.9243,0.9624,1,1,1,1,4,0,1,0,1,2,1,1,2,0,0,1,1,0,2,10,519,180,18,5.6,1697,"(-87.54929570249602, 41.73557772647731)",4.56234797350269e-05,0.0322500291879966
"1400000US17031691400",691400,17," Illinois","IL",17031," Cook",17031691400,"Census Tract 6914, Cook County, Illinois",0.25354701,2716,367,1736,22,1236,114,598,280,357,122,21265,3315,313,115,644,103,426,144,461,124,124,73.8,2716,367.2,0,44,212,87.1,0,11,0,15.6,419,113,0,11,22,9.9,24.5,7.1,21265,3315,15.3,5.3,23.7,4.2,15.7,4.9,17,4.5,10,5.9,100,0.4,0,1.7,12.2,5,0,1.6,0,1.3,33.9,7.7,0,0.4,0.7484,0.9346,0.7023,0.6827,3.068,0.8038,0.9465,0.092,0.8654,0.6215,2.5253,0.7875,0.9849,0,0.9849,0.4885,0.6897,0,0,0.9071,0,1.5968,0.2394,8.1751,0.6484,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,4,559,166,20.6,5.4,2597,"(-87.61016960074281, 41.754845786567216)",7.1058456576243e-05,0.0340670397158779
"1400000US17031691500",691500,17," Illinois","IL",17031," Cook",17031691500,"Census Tract 6915, Cook County, Illinois",0.26043854,2124,389,952,63,735,80,1025,360,293,108,13796,3926,222,89,191,40,738,235,294,104,219,78.4,2110,389.6,10,45.9,285,88.6,0,11,83,49,295,70,46,41,49.1,12.1,31.2,9.2,13796,3926,19.7,7.4,9,2.4,34.7,9.1,13.8,4.7,29.8,10.2,99.3,2.3,0.5,2.5,29.9,9.1,0,2.8,11.3,6.6,40.1,8.5,2.2,1.9,0.9679,0.9705,0.9024,0.7798,3.6206,0.9467,0.2503,0.9587,0.7237,0.9747,2.9074,0.9324,0.9622,0.3532,1.3154,0.6952,0.8756,0,0.9494,0.9426,0.7888,3.5564,0.951,11.3998,0.9849,1,1,1,0,3,0,1,0,1,2,1,0,1,0,0,1,1,0,2,8,437,140,20.6,6.1,2780,"(-87.60022940679335, 41.75503835245346)",7.36149648845331e-05,0.0397448135614295
"1400000US17031700100",700100,17," Illinois","IL",17031," Cook",17031700100,"Census Tract 7001, Cook County, Illinois",0.89260721,3486,414,1114,16,1018,58,804,594,161,84,21673,4592,326,139,298,69,1106,229,250,102,208,97.1,3214,420.6,137,115.5,57,56.1,0,11,18,31,112,83,0,11,23.1,16.1,9,3.9,21673,4592,16.5,7.2,8.5,1.9,31.7,5.4,7.2,3.2,20.4,9.5,92.2,5.1,4.3,3.6,5.1,5,0,2.4,1.8,3,11,8.1,0,0.3,0.7631,0.4872,0.6879,0.7099,2.6481,0.702,0.2215,0.9048,0.2087,0.9061,2.241,0.6378,0.8718,0.7179,1.5897,0.858,0.5,0,0.5282,0.6494,0,1.6776,0.2657,8.1565,0.6461,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,253,141,7.3,4.3,4462,"(-87.69531311472663, 41.75360170927409)",0.000250716323426172,0.082573628314592
"1400000US17031700200",700200,17," Illinois","IL",17031," Cook",17031700200,"Census Tract 7002, Cook County, Illinois",0.62687714,6868,566,1881,52,1799,85,1020,470,509,133,17175,1471,1308,257,453,66,2314,315,568,136,319,111.1,5912,587.4,865,231.5,11,22.7,0,15,131,58.8,157,77,0,15,14.9,6.8,15.4,4,17175,1471,33.1,5.5,6.6,1.2,33.7,3.7,8.3,2.1,17.7,6.1,86.1,4.8,14,3.6,0.6,1.2,0,1.4,7.3,3.3,8.7,4.4,0,0.2,0.5949,0.8096,0.8154,0.9349,3.1548,0.8269,0.1266,0.9433,0.3006,0.8647,2.2353,0.6321,0.8446,0.8962,1.7407,0.9311,0.2272,0,0.8859,0.5798,0,1.6929,0.2724,8.8237,0.728,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1300,363,18.9,4.6,3302,"(-87.7238713378249, 41.752982154013814)",0.0001757756509525,0.0853846344931701
"1400000US17031700301",700301,17," Illinois","IL",17031," Cook",17031700301,"Census Tract 7003.01, Cook County, Illinois",0.49255302,5796,438,1739,24,1666,75,1207,529,308,123,19616,2255,843,260,429,143,1776,335,556,170,187,105.4,4356,487,672,244.1,9,20.5,0,15,50,55.1,88,68,5,6,20.8,9.1,11.1,4.4,19616,2255,24.8,7.4,7.4,2.6,30.6,5.3,9.6,3.1,11.2,6.3,75.2,6.2,12.5,4.4,0.5,1.2,0,1.6,3,3.3,5.3,4.1,0.1,0.1,0.7295,0.6304,0.7527,0.8603,2.9729,0.7787,0.1676,0.8769,0.4115,0.6776,2.1337,0.5676,0.8013,0.8817,1.683,0.9071,0.2176,0,0.6849,0.4119,0.4535,1.7679,0.2984,8.5575,0.6965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,359,17.1,5.9,4216,"(-87.73172158994377, 41.74561712854118)",0.000138324463597273,0.0534602450007627
"1400000US17031700302",700302,17," Illinois","IL",17031," Cook",17031700302,"Census Tract 7003.02, Cook County, Illinois",0.50951912,5686,516,1812,21,1658,104,792,372,345,141,23975,2879,524,211,635,158,1247,182,430,143,212,111.6,3879,597.4,392,174.3,0,21.2,0,15,79,50.9,74,42,0,15,13.9,6.5,11.4,4.1,23975,2879,14.1,5.7,11.2,3.1,21.9,2.5,7.6,2.7,12.8,6.7,68.2,8.5,7.3,3.2,0,1.2,0,1.5,4.8,3.1,4.5,2.5,0,0.3,0.5615,0.65,0.5928,0.6542,2.4585,0.6506,0.3804,0.3894,0.2442,0.7404,1.7545,0.3199,0.7728,0.801,1.5737,0.8503,0,0,0.8026,0.3603,0,1.1628,0.1141,6.9495,0.4762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,545,24.7,8.3,2469,"(-87.73131081628593, 41.73835597850483)",0.000142843560231979,0.0537640330396869
"1400000US17031700401",700401,17," Illinois","IL",17031," Cook",17031700401,"Census Tract 7004.01, Cook County, Illinois",0.57240818,6261,674,1906,42,1815,85,583,274,335,132,23482,2443,445,144,436,82,1612,238,577,138,137,74.6,5398,887.2,264,129.3,0,21.2,11,16,65,45,61,40,5,9,9.5,4.5,10.1,3.8,23482,2443,11.1,3.7,7,1.5,25.7,2.6,9.2,2.4,7.5,4.1,86.2,10.7,4.6,2.2,0,1.1,0.6,0.8,3.6,2.5,3.4,2.2,0.1,0.1,0.3792,0.5744,0.6124,0.5388,2.1047,0.5501,0.1465,0.6724,0.3766,0.4551,1.6506,0.2609,0.8452,0.7285,1.5737,0.8503,0,0.6378,0.7333,0.2779,0.4481,2.0971,0.4192,7.4262,0.5466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,367,17.5,4.9,6377,"(-87.71203563325832, 41.745537532193524)",0.00016044838544337,0.0554317537621499
"1400000US17031700402",700402,17," Illinois","IL",17031," Cook",17031700402,"Census Tract 7004.02, Cook County, Illinois",0.4436088,3840,445,1299,21,1231,81,449,293,307,143,25947,3728,211,80,321,82,957,217,315,136,183,87.3,3497,463.6,138,90.2,11,22,0,11,32,33.8,73,49,0,11,11.7,7.4,14.8,6.3,25947,3728,9,3.4,8.4,1.9,24.9,4.9,8.2,3.2,14.9,7,91.1,5.9,3.8,2.4,0.8,1.7,0,2.1,2.6,2.7,5.9,4,0,0.3,0.4718,0.7913,0.5128,0.441,2.217,0.5819,0.2167,0.6212,0.2913,0.8035,1.9327,0.4356,0.8663,0.6949,1.5612,0.8433,0.2574,0,0.6452,0.4458,0,1.3484,0.1631,7.0593,0.4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,170,9.9,4.3,1868,"(-87.7118277947348, 41.738230696362386)",0.000124270658019092,0.0515959342936685
"1400000US17031700501",700501,17," Illinois","IL",17031," Cook",17031700501,"Census Tract 7005.01, Cook County, Illinois",0.64492702,7871,651,2623,28,2494,105,344,149,586,242,27946,4019,561,185,1147,227,1384,340,1127,291,237,137.9,7430,672.3,39,74.9,127,106.5,0,15,42,55.1,239,133,410,135,4.6,2,14.7,5,27946,4019,10.2,3.1,14.6,2.9,17.6,4.1,15,3.8,9.5,5.5,94.4,3.5,0.5,1,4.8,4.1,0,1,1.7,2.2,9.6,5.3,5.2,1.7,0.1494,0.7862,0.4371,0.5042,1.8768,0.4785,0.5894,0.1417,0.7792,0.5888,2.099,0.5439,0.8872,0.3452,1.2324,0.6426,0.4917,0,0.5131,0.6061,0.9093,2.5202,0.6154,7.7284,0.5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1095,427,14.6,5,3593,"(-87.69035488624182, 41.746212590512)",0.000180738855621022,0.0648510659614914
"1400000US17031700502",700502,17," Illinois","IL",17031," Cook",17031700502,"Census Tract 7005.02, Cook County, Illinois",0.66524216,3001,356,1091,17,1041,56,204,156,291,125,30568,3877,171,114,532,94,642,282,116,71,66,34.8,2891,362.1,78,116.9,51,50.2,0,11,28,43.4,68,53,166,87,7.2,5.6,18.5,7.7,30568,3877,8.5,5.4,17.7,3.6,21.4,9,4.1,2.5,6.3,3.3,96.3,3.9,2.8,4.1,4.7,4.6,0,2.5,2.7,4.2,6.5,5.1,5.5,2.8,0.274,0.8663,0.3494,0.4141,1.9039,0.4875,0.7654,0.3417,0.0397,0.3635,1.5103,0.2016,0.909,0.6321,1.541,0.8311,0.4856,0,0.6545,0.4801,0.9151,2.5353,0.6221,7.4904,0.5568,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,191,105,6.7,3.9,2671,"(-87.68875081707115, 41.738853220259664)",0.000186827354027723,0.0702812685128777
"1400000US17031710100",710100,17," Illinois","IL",17031," Cook",17031710100,"Census Tract 7101, Cook County, Illinois",0.08305672,1406,261,645,36,502,67,871,249,258,95,9460,2738,136,69,55,32,454,141,176,65,139,56.1,1406,261.2,28,47.3,169,48.1,0,11,27,25.1,327,66,1,2,62,13.4,45.4,14.2,9460,2738,17.5,9.7,3.9,2.2,32.3,8,12.5,4.2,27.7,10.5,100,0.8,2.3,3.9,26.2,7.3,0,4.2,5.4,4.9,65.1,11.3,0.1,0.1,0.9904,0.9974,0.9823,0.7301,3.7003,0.9644,0.0381,0.9157,0.6436,0.9657,2.5631,0.8042,0.9849,0.6019,1.5869,0.8567,0.8548,0,0.8288,0.9984,0.4417,3.1237,0.8603,10.974,0.9653,1,1,1,0,3,0,1,0,1,2,1,0,1,0,0,0,1,0,1,7,275,118,19.6,8.2,469,"(-87.64197094221564, 41.75339357213328)",2.33218705040824e-05,0.0194605027675675
"1400000US17031710200",710200,17," Illinois","IL",17031," Cook",17031710200,"Census Tract 7102, Cook County, Illinois",0.28630583,5845,649,2330,26,1994,93,2588,623,688,222,11885,1797,545,213,549,138,2128,450,712,172,721,183.7,5762,654.9,0,60,402,100.7,21,34,127,80.3,772,125,0,15,44.3,9.1,30.1,7.6,11885,1797,16.7,6.1,9.4,2.6,36.4,6.6,12.2,2.9,36.2,9.1,98.6,2.4,0,1.2,17.3,4.3,0.9,1.5,6.4,4,38.7,5.9,0,0.3,0.9516,0.9644,0.9464,0.7131,3.5755,0.9332,0.2776,0.9763,0.6199,0.9907,2.8644,0.9208,0.942,0,0.942,0.4494,0.7663,0.6821,0.8615,0.9353,0,3.2452,0.8923,10.6271,0.9374,1,1,1,0,3,0,1,0,1,2,1,0,1,0,0,0,1,0,1,7,1033,252,17.7,3.7,2296,"(-87.65144281700812, 41.75510919658014)",8.0145577274335e-05,0.0399215104016221
"1400000US17031710300",710300,17," Illinois","IL",17031," Cook",17031710300,"Census Tract 7103, Cook County, Illinois",0.12648007,1365,286,639,11,534,57,421,207,174,70,13329,2186,193,70,221,68,340,119,272,87,103,46.3,1365,286.2,24,52.5,116,40.2,0,11,26,34.8,244,64,0,11,30.8,11.1,30.3,10.8,13329,2186,23.6,8,16.2,5.5,24.9,7,19.9,6.6,19.3,8.4,100,0.8,1.9,4.1,18.2,6.3,0,4.2,4.9,6.5,45.7,10.2,0,0.8,0.859,0.9657,0.9171,0.8407,3.5825,0.9355,0.6862,0.6199,0.9404,0.8891,3.1356,0.9833,0.9849,0.5571,1.542,0.8324,0.7772,0,0.8067,0.9647,0,2.5487,0.6311,10.8088,0.9534,0,1,1,0,2,0,0,1,0,1,1,0,1,0,0,0,1,0,1,5,301,100,22.1,6.2,732,"(-87.6611038175825, 41.754046017235105)",3.54274035171991e-05,0.0243102018405584
"1400000US17031710400",710400,17," Illinois","IL",17031," Cook",17031710400,"Census Tract 7104, Cook County, Illinois",0.38707691,5092,549,2238,48,1780,174,1268,525,774,219,19546,3191,537,195,858,215,899,292,988,223,187,94.9,5062,550.1,0,60,153,95.9,0,15,4,24.2,322,126,0,15,24.9,9.4,31.6,6.8,19546,3191,14.3,5.2,16.8,3.9,17.7,5.4,19.4,4.1,10.5,5.2,99.4,1.4,0,1.2,6.8,4.3,0,1.2,0.2,1.4,18.1,6.6,0,0.3,0.792,0.9718,0.755,0.6583,3.1771,0.8324,0.7157,0.1442,0.9321,0.6433,2.4353,0.7452,0.9657,0,0.9657,0.4712,0.5676,0,0.2163,0.783,0,1.567,0.2304,8.145,0.6435,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,999,229,19.6,4.6,2809,"(-87.6709293870448, 41.7539175844888)",0.000108405120614374,0.0442824857615277
"1400000US17031710500",710500,17," Illinois","IL",17031," Cook",17031710500,"Census Tract 7105, Cook County, Illinois",0.28895565,4136,458,1909,54,1579,104,1154,335,440,133,16325,2350,549,172,540,127,1172,237,609,156,382,110.5,4099,460.7,0,44,158,74.3,0,11,2,12.5,614,141,41,17,28.2,7.6,24.7,6.2,16325,2350,21,5.5,13.1,3.2,28.3,4.8,14.7,3.8,24.2,6.8,99.1,1.9,0,1.1,8.3,3.9,0,1.4,0.1,0.8,38.9,8.1,1,0.4,0.8333,0.9353,0.841,0.8022,3.4119,0.8902,0.4978,0.8045,0.7654,0.9452,3.0128,0.9603,0.9567,0,0.9567,0.4651,0.6096,0,0.2071,0.9362,0.6923,2.4452,0.5772,9.8266,0.8545,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,4,618,189,14.9,4.2,2344,"(-87.67081127813023, 41.747532268787715)",8.12918324766805e-05,0.0404685835393353
"1400000US17031710600",710600,17," Illinois","IL",17031," Cook",17031710600,"Census Tract 7106, Cook County, Illinois",0.09456912,1803,293,834,18,636,70,597,231,170,79,12462,2158,242,84,274,77,604,207,314,69,161,74,1803,293.2,0,44,69,35.8,4,6,54,49,270,72,0,11,33.4,10.3,27.1,10.6,12462,2158,24.4,7.6,15.2,5.1,33.5,10.1,17.4,4.7,25.3,11.3,100,0.6,0,2.7,8.3,4.3,0.5,0.8,8.5,7.7,42.5,9.5,0,0.6,0.8788,0.9513,0.9348,0.8548,3.6197,0.9461,0.624,0.9401,0.8788,0.9522,3.3952,0.9981,0.9849,0,0.9849,0.4885,0.6093,0.6173,0.9128,0.9545,0,3.0939,0.8503,11.0938,0.9711,0,1,1,0,2,0,1,0,1,2,1,0,1,0,0,1,1,0,2,7,284,118,15.8,6.1,1386,"(-87.66094350689241, 41.747659448501146)",2.65122263799543e-05,0.0206316189130629
"1400000US17031710700",710700,17," Illinois","IL",17031," Cook",17031710700,"Census Tract 7107, Cook County, Illinois",0.18922203,2695,413,1597,53,1231,134,758,243,355,151,21253,3137,261,106,578,124,560,205,461,107,198,94.6,2684,413.2,16,43.8,239,94.9,0,11,19,22.5,415,134,5,4,28.1,8.3,26.6,8,21253,3137,12.9,5.2,21.4,5,20.8,6.9,17.1,4.5,16.1,7.5,99.6,1.5,0.6,1.7,15,5.9,0,1.7,1.5,1.8,33.7,9.2,0.2,0.1,0.8321,0.9478,0.7026,0.6099,3.0924,0.8115,0.8965,0.3026,0.8686,0.8317,2.8994,0.9298,0.9715,0.3734,1.3449,0.7183,0.7362,0,0.4942,0.9061,0.5269,2.6635,0.6795,10.0001,0.8757,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,599,172,22.2,6.2,1973,"(-87.65688308741281, 41.74711137203529)",5.30409288120345e-05,0.0376275345238649
"1400000US17031710800",710800,17," Illinois","IL",17031," Cook",17031710800,"Census Tract 7108, Cook County, Illinois",0.31516464,4917,753,2216,110,1777,188,381,151,264,168,20367,2713,635,286,899,189,982,274,677,218,158,73.8,4916,753,31,56.4,163,92.1,0,11,64,67.9,734,191,4,10,7.8,3.2,13.9,8.5,20367,2713,18,7.4,18.3,3.8,20,4.7,13.8,4,8.9,4,100,0.3,0.7,1.2,7.4,4.1,0,1.2,3.6,3.8,41.3,9.4,0.1,0.2,0.3019,0.7638,0.7335,0.7401,2.5392,0.6741,0.7971,0.2516,0.7237,0.5474,2.3199,0.6885,0.984,0.3885,1.3724,0.7314,0.5824,0,0.7349,0.9478,0.45,2.7151,0.7061,8.9466,0.7418,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,981,357,20,6.4,2746,"(-87.6488130719705, 41.74783698161952)",8.83337268476325e-05,0.0376130403667411
"1400000US17031710900",710900,17," Illinois","IL",17031," Cook",17031710900,"Census Tract 7109, Cook County, Illinois",0.3825711,2491,269,904,30,813,55,1301,253,324,133,13084,2620,329,86,255,53,744,178,414,108,163,49.6,2487,269.1,0,44,146,41.1,0,11,22,17.5,320,66,0,11,52.9,8.3,36.2,10.3,13084,2620,23.3,6.2,10.2,2.3,29.9,6.4,16.6,4.6,20,6,99.8,0.7,0,1.9,16.2,4.5,0,3,2.7,2.1,39.4,7.5,0,0.4,0.9785,0.9859,0.9223,0.8362,3.7229,0.9682,0.3253,0.8538,0.8494,0.9013,2.9298,0.9391,0.9804,0,0.9804,0.4833,0.7548,0,0.6577,0.9388,0,2.3513,0.5337,9.9845,0.8744,1,1,1,0,3,0,0,0,1,1,1,0,1,0,0,0,1,0,1,6,550,156,22.1,6.6,2026,"(-87.63966390400043, 41.74214584844901)",0.000107976646481559,0.0488002870954572
"1400000US17031711000",711000,17," Illinois","IL",17031," Cook",17031711000,"Census Tract 7110, Cook County, Illinois",0.25264893,3445,352,1415,40,1207,93,1094,339,480,131,14441,2090,580,178,611,122,822,289,618,136,278,99.3,3438,352.2,17,49.9,163,63.2,19,30,48,43.4,462,117,0,11,31.9,8.6,31.7,7.8,14441,2090,25.6,7.5,17.7,4.3,23.9,8,17.9,4.2,23,8,99.8,0.7,0.5,1.6,11.5,4.5,1.3,2.1,4,3.6,38.3,9.2,0,0.3,0.8679,0.9724,0.887,0.8699,3.5972,0.9403,0.7654,0.5378,0.8939,0.9333,3.1304,0.9827,0.9785,0.3513,1.3298,0.7045,0.676,0.7183,0.7599,0.9337,0,3.0878,0.8471,11.1453,0.973,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,4,735,203,21.3,5.4,1867,"(-87.64857830779587, 41.7396435061226)",7.0860397196303e-05,0.0340140804930253
"1400000US17031711100",711100,17," Illinois","IL",17031," Cook",17031711100,"Census Tract 7111, Cook County, Illinois",0.25248214,3136,493,1163,15,1100,59,970,568,413,138,16450,3817,408,141,511,127,710,279,551,237,125,75.8,3136,493.1,11,46.2,74,59.2,0,11,35,43.4,309,104,0,11,30.9,14.9,29.3,8.1,16450,3817,19.7,6.4,16.3,4.4,22.6,8.2,17.8,6.3,11.4,6.9,100,0.4,0.4,1.5,6.4,5.1,0,2.3,3.2,3.9,28.1,9.2,0,0.4,0.8599,0.9612,0.8388,0.7798,3.4398,0.8976,0.6926,0.4401,0.891,0.684,2.7077,0.8641,0.9849,0.2933,1.2782,0.6699,0.5484,0,0.7029,0.8766,0,2.1279,0.4269,9.5535,0.8208,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,649,253,21,8.3,1899,"(-87.65830004424542, 41.739502514189546)",7.07875993885218e-05,0.0340132036231346
"1400000US17031711200",711200,17," Illinois","IL",17031," Cook",17031711200,"Census Tract 7112, Cook County, Illinois",0.42557359,4928,557,2135,20,1868,135,1139,534,456,172,20583,3264,454,132,1100,121,1011,261,1011,257,374,129,4928,557.1,0,60,139,73.1,0,11,13,22,456,129,0,11,23.2,9.4,20.7,7.1,20583,3264,13.1,3.9,22.3,3.1,20.5,4.8,20.5,4.8,20,6.8,100,0.2,0,1.3,6.5,3.4,0,1.3,0.7,1.2,24.4,6.2,0,0.2,0.7657,0.9013,0.7277,0.6173,3.012,0.7893,0.9212,0.2859,0.9497,0.901,3.0577,0.967,0.9849,0,0.9849,0.4885,0.5529,0,0.3359,0.8526,0,1.7413,0.2901,8.796,0.7248,0,1,0,0,1,1,0,1,1,3,1,0,1,0,0,0,0,0,0,5,974,294,19.8,5.1,3291,"(-87.66980399432182, 41.740556685949024)",0.000118910819948475,0.0444888310828637
"1400000US17031711300",711300,17," Illinois","IL",17031," Cook",17031711300,"Census Tract 7113, Cook County, Illinois",0.13514342,1580,249,653,13,506,61,436,206,271,93,17002,3331,138,66,215,44,348,145,295,96,109,70.9,1580,249.2,3,43,22,31,0,11,11,17.8,113,50,45,76,28,12.3,36,8.2,17002,3331,13.5,5.8,13.6,3.6,22,8.5,18.7,5.9,21.5,13.8,100,0.7,0.2,2.9,3.4,4.7,0,4.1,2.2,3.5,22.3,9.8,2.8,4.8,0.8317,0.9849,0.8202,0.6321,3.2689,0.8565,0.534,0.3971,0.9151,0.9173,2.7635,0.8843,0.9849,0.226,1.2109,0.6304,0.4292,0,0.5881,0.8308,0.8269,2.675,0.6862,9.9182,0.8667,0,1,0,0,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,4,268,98,17,5.6,908,"(-87.66729309280127, 41.733504616263104)",3.78589851486497e-05,0.028120834180332
